ID,Name,Beschreibung,CannaWorld-Teil,Domäne/Kategorie,Empfänger/Rolle,Delivery-Typ,Input → Output,Beleg-Quelle,Reifegrad,AIHF-Bezug,Status
CAT-03,Gemini-Facility-Walkthrough-Audit (Katalog),KI-gestützter Facility-Walkthrough-Audit (Gemini 2.5 Pro) als eigenständiger Audit-Service-Typ.,AICert,Trust/Audit,Facility/Auditor,AI-gestützt,Facility-Video/Walkthrough → KI-Audit-Bericht,full-service-catalog-final.json CORE/OPS_FACILITY_WALKTHROUGH,Konzept,nein,ANNAHME
CAT-04,GMP/GACP-Auditor-Zertifizierung (Train-the-Auditor),Ausbildung und Zertifizierung von GMP/GACP-Auditoren als eigenständiger Education-Service.,AICert,Education,Auditor,menschlich,Auditor-Anwärter → Auditor-Zertifikat,full-service-catalog-final.json CORE/TRN_AUDITOR_CERT,Konzept,nein,ANNAHME
CAT-05,Facility-Blueprint-Planung,Anlagen-Blueprint-Planung (mehrere Tiefen/Level) für Cannabis-Cultivation/Processing-Facilities.,Gateway,Facility,Farm/Facility,menschlich,Flächen-/Anforderungsdaten → Facility-Blueprint,full-service-catalog-final.json PLANNING/Blueprint,Konzept,nein,ANNAHME
CAT-06,HVAC-Engineering (Facility),HVAC-/Klima-Planung für Cannabis-Anbau-/Verarbeitungsanlagen.,Gateway,Facility,Farm/Facility,menschlich,Facility-Parameter → HVAC-Auslegung,full-service-catalog-final.json PLANNING/HVAC,Konzept,nein,ANNAHME
CAT-07,Bewässerungs-/Irrigation-Engineering,Bewässerungssystem-Planung für Cannabis-Anbauanlagen.,Gateway,Facility,Farm,menschlich,Anbauparameter → Irrigation-Design,full-service-catalog-final.json PLANNING/Irrigation,Konzept,nein,ANNAHME
CAT-08,Beleuchtungs-/Lighting-Engineering,Beleuchtungsplanung (Lichtspektrum/Layout) für Indoor-Cannabis-Anbau.,Gateway,Facility,Farm,menschlich,Anbauparameter → Lighting-Design,full-service-catalog-final.json PLANNING/Lighting,Konzept,nein,ANNAHME
CAT-09,Facility-Layout-Planung,"Raum-/Flow-Layout-Planung (Material-/Personalfluss, Zonierung) für GMP/GACP-Anlagen.",Gateway,Facility,Farm/Facility,menschlich,Flächendaten → Layout-/Flow-Plan,full-service-catalog-final.json PLANNING/Layout,Konzept,nein,ANNAHME
CAT-10,Drying-/Trocknungs-Prozess-Service,Trocknungs-Prozessgestaltung/-SOP als operativer Post-Harvest-Service-Typ.,Gateway,Cultivation,Farm/Processor,menschlich,Frischernte → standardisierter Trocknungsprozess,full-service-catalog-final.json OPERATIONS/Drying,Konzept,nein,ANNAHME
CAT-11,Trimming-Prozess-Service,Trimming-Prozessgestaltung/-SOP als operativer Post-Harvest-Service-Typ.,Gateway,Cultivation,Farm/Processor,menschlich,Getrocknete Blüte → getrimmtes Produkt + SOP,full-service-catalog-final.json OPERATIONS/Trimming,Konzept,nein,ANNAHME
CAT-12,Extraktions-Prozess-Service,Extraktions-Prozessgestaltung/-SOP für Cannabinoid-Extrakte als operativer Service-Typ.,Gateway,Quality/GxP,Processor/Hersteller,menschlich,Biomasse → Extrakt-Prozess + SOP,full-service-catalog-final.json OPERATIONS/Extraction,Konzept,nein,ANNAHME
CAT-13,Packaging-Prozess-Service,Verpackungs-Prozessgestaltung/-SOP (GMP-konform) als operativer Service-Typ.,Gateway,Logistics,Processor/Hersteller,menschlich,Bulk-Produkt → verpackungsfertiger Prozess + SOP,full-service-catalog-final.json OPERATIONS/Packaging,Konzept,nein,ANNAHME
CAT-14,Waste-Management-Service (Cannabis),Compliance-konforme Abfall-/Entsorgungsprozesse für Cannabis-Produktion als operativer Service-Typ.,Gateway,Regulatory,Farm/Processor,menschlich,Produktionsabfall → konformer Entsorgungsprozess + Nachweis,full-service-catalog-final.json OPERATIONS/Waste Management,Konzept,nein,ANNAHME
CAT-15,Post-Harvest-Management (Gesamtprozess),Ganzheitliche Post-Harvest-Prozesssteuerung (Trocknung→Trimming→Curing→Verpackung) als gebündelter Service-Typ.,Gateway,Cultivation,Farm/Processor,menschlich,Frischernte → marktfertiges Post-Harvest-Produkt,full-service-catalog-final.json OPERATIONS/Post Harvest Management,Konzept,nein,ANNAHME
GE-CUL-01,Farm Self-Audit (Einreichung),Farm Self-Audit (Einreichung) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Cultivation,Farm,AI-gestützt,—,supabase/functions/germany-farm-audit-submit; src/pages/dashboard/FarmSelfAudit.tsx; src/hooks/useFarmAuditSubmissions.ts,im-Code,nein,BELEGT
GE-CUL-02,Farm-Audit Freigabe/Entscheidung,Farm-Audit Freigabe/Entscheidung — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Cultivation,Farm,menschlich,—,supabase/functions/germany-farm-audit-decide; src/pages/dashboard/FarmReview.tsx,im-Code,nein,BELEGT
GE-CUL-03,Farm-Produzenten-Register,Farm-Produzenten-Register — code-belegter Service im Apothekergateway/Germany-Stack.,Gateway,Cultivation,Farm,automatisiert,—,src/hooks/useFarmProducers.ts (thailand-farm-producers),im-Code,nein,BELEGT
GE-CUL-04,Farm-Workspace,Farm-Workspace — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Cultivation,Farm,automatisiert,—,src/hooks/useFarmWorkspace.ts; src/lib/farm-workspace,im-Code,nein,BELEGT
GE-CUL-05,Farm-Dashboard,Farm-Dashboard — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Cultivation,Farm,automatisiert,—,src/hooks/useFarmDashboard.ts,im-Code,nein,BELEGT
GE-CUL-06,Farm-Onboarding,Farm-Onboarding — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Cultivation,Farm,automatisiert,—,src/lib/farm-onboarding.ts,im-Code,nein,BELEGT
GE-QUA-01,Batch-Verwaltung (Master),Batch-Verwaltung (Master) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Quality/GxP,Farm/Hersteller,automatisiert,—,src/hooks/useBatches.ts (germany-batches); src/pages/dashboard/Batches.tsx,im-Code,nein,BELEGT
GE-QUA-02,Batch-Verifizierung,Batch-Verifizierung — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Quality/GxP,Farm/Hersteller,AI-gestützt,—,supabase/functions/germany-batch-verify; src/pages/dashboard/BatchVerification.tsx; src/hooks/useBatchVerifications.ts,im-Code,nein,BELEGT
GE-QUA-03,Batch-Provenance/Herkunftslinks,Batch-Provenance/Herkunftslinks — code-belegter Service im Apothekergateway/Germany-Stack.,Marketplace,Quality/GxP,Farm/Hersteller,automatisiert,—,src/hooks/useBatchProvenanceLinks.ts; src/lib/marketplace-provenance.ts,im-Code,nein,BELEGT
GE-QUA-04,CoA-Parsing (LIMS),CoA-Parsing (LIMS) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Quality/GxP,Farm/Hersteller,AI-gestützt,—,supabase/functions/germany-coa-parse; src/lib/lims-api.ts (parseCoA),im-Code,nein,BELEGT
GE-QUA-05,QP-Release,QP-Release — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Quality/GxP,Farm/Hersteller,menschlich,—,src/lib/lims-api.ts (requestQpRelease); src/hooks/use-qp-release.ts; src/pages/dashboard/QPRelease.tsx,im-Code,nein,BELEGT
GE-QUA-06,Annex-16-Checkliste,Annex-16-Checkliste — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Quality/GxP,Farm/Hersteller,automatisiert,—,src/lib/annex16-checklist.ts,im-Code,nein,BELEGT
GE-QUA-07,Pre-Audit Gap-Report,Pre-Audit Gap-Report — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Quality/GxP,Farm/Hersteller,AI-gestützt,—,src/lib/pre-audit-gap-generator.ts (generatePreAuditReport),im-Code,nein,BELEGT
GE-QUA-08,Batch-Compliance-Pruefung,Batch-Compliance-Pruefung — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Quality/GxP,Farm/Hersteller,automatisiert,—,src/lib/regulatory-requirements.ts (checkBatchCompliance); src/pages/dashboard/Compliance.tsx,im-Code,nein,BELEGT
GE-QUA-09,Facility-Compliance-Pruefung,Facility-Compliance-Pruefung — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Quality/GxP,Farm/Hersteller,automatisiert,—,src/lib/facility-compliance-rules.ts (runComplianceCheck),im-Code,nein,BELEGT
GE-TRU-01,Audit Passport,Audit Passport — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Trust/Audit,Auditor/Facility,automatisiert,—,src/pages/dashboard/AuditPassport.tsx; src/lib/audit-status-api.ts,im-Code,nein,BELEGT
GE-TRU-02,Audit-Logging,Audit-Logging — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Trust/Audit,Auditor/Facility,automatisiert,—,src/lib/audit-logger.ts,im-Code,nein,BELEGT
GE-TRU-03,Realtime-Audit,Realtime-Audit — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Trust/Audit,Auditor/Facility,automatisiert,—,src/hooks/useRealtimeAudit.ts,im-Code,nein,BELEGT
GE-TRU-04,Dokumenten-Integritaets-Scan,Dokumenten-Integritaets-Scan — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Trust/Audit,Auditor/Facility,AI-gestützt,—,src/lib/document-integrity.ts (scanDocuments); src/lib/integrity-api.ts,im-Code,nein,BELEGT
GE-TRU-05,Post-Quantum Audit-Chain (Dilithium/Kyber),Post-Quantum Audit-Chain (Dilithium/Kyber) — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Trust/Audit,Auditor/Facility,automatisiert,—,src/lib/quantum-crypto.ts (chainedAuditHash; verifyAuditChain; signWithDilithium),im-Code,nein,BELEGT
GE-TRU-06,Zertifikats-Verifizierung,Zertifikats-Verifizierung — code-belegter Service im Apothekergateway/Germany-Stack.,AICert/Marketplace,Trust/Audit,Auditor/Facility,automatisiert,—,src/lib/audit-status-api.ts (verifyCertificate); vendor/.../marketplace-api.ts (verifyCertificateViaMarketplace); src/hooks/use-certificates.ts,im-Code,nein,BELEGT
GE-TRU-07,AICert-Scan,AICert-Scan — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Trust/Audit,Auditor/Facility,AI-gestützt,—,vendor/cannaworld-sdk/src/regulatory-api.ts (triggerAiCertScan),im-Code,nein,BELEGT
GE-TRU-08,Universe-/Company-Compliance-Stats,Universe-/Company-Compliance-Stats — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Trust/Audit,Auditor/Facility,automatisiert,—,src/lib/audit-status-api.ts (getUniverseStats; getCompanyCompliance),im-Code,nein,BELEGT
GE-REG-01,Regulatorische Anforderungen/Cert-Hierarchie,Regulatorische Anforderungen/Cert-Hierarchie — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Regulatory,Exporteur/Importeur,automatisiert,—,src/lib/regulatory-requirements.ts (CERT_HIERARCHY; certMeetsRequirement),im-Code,nein,BELEGT
GE-REG-02,Regulatory AI-Scan,Regulatory AI-Scan — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Regulatory,Exporteur/Importeur,AI-gestützt,—,vendor/cannaworld-sdk/src/regulatory-api.ts (runRegulatoryAiScan),im-Code,nein,BELEGT
GE-REG-03,Regulatory Updates/Alerts,Regulatory Updates/Alerts — code-belegter Service im Apothekergateway/Germany-Stack.,Europe,Regulatory,Exporteur/Importeur,AI-gestützt,—,vendor/.../regulatory-api.ts (getRegulatoryUpdates; aggregateRegulatoryUpdates; syncRegulatoryAlert),im-Code,nein,BELEGT
GE-REG-04,Target-Market-Analyse,Target-Market-Analyse — code-belegter Service im Apothekergateway/Germany-Stack.,Europe,Regulatory,Exporteur/Importeur,AI-gestützt,—,vendor/.../target-market-api.ts (analyzeTargetMarkets); src/lib/market-data.ts (KEY_MARKETS),im-Code,nein,BELEGT
GE-REG-05,Regulatory-Modul (DE/EU),Regulatory-Modul (DE/EU) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany/Europe,Regulatory,Exporteur/Importeur,automatisiert,—,src/pages/dashboard/Regulatory.tsx,im-Code,nein,BELEGT
GE-REG-06,BtM-Lizenz-Verifizierung,BtM-Lizenz-Verifizierung — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Regulatory,Exporteur/Importeur,AI-gestützt,—,supabase/functions/germany-btm-license-verify,im-Code,nein,BELEGT
GE-REG-07,BtM-Rezepte,BtM-Rezepte — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Regulatory,Exporteur/Importeur,automatisiert,—,src/pages/dashboard/BtmPrescriptions.tsx,im-Code,nein,BELEGT
GE-MKT-01,Marketplace Listings/Batches,Marketplace Listings/Batches — code-belegter Service im Apothekergateway/Germany-Stack.,Marketplace,Trade,Exporteur/Importeur,automatisiert,—,vendor/.../marketplace-api.ts (listMarketplaceBatches; getMarketplaceBatch); src/pages/dashboard/Marketplace.tsx,im-Code,nein,BELEGT
GE-MKT-02,Marketplace Orders,Marketplace Orders — code-belegter Service im Apothekergateway/Germany-Stack.,Marketplace,Trade,Exporteur/Importeur,automatisiert,—,vendor/.../marketplace-api.ts (createMarketplaceOrder; updateMarketplaceOrder),im-Code,nein,BELEGT
GE-MKT-03,Marketplace Stats/Health,Marketplace Stats/Health — code-belegter Service im Apothekergateway/Germany-Stack.,Marketplace,Trade,Exporteur/Importeur,automatisiert,—,vendor/.../marketplace-api.ts (getMarketplaceStats; checkMarketplaceHealth),im-Code,nein,BELEGT
GE-MKT-04,Marketplace-Scan,Marketplace-Scan — code-belegter Service im Apothekergateway/Germany-Stack.,AICert/Marketplace,Trade,Exporteur/Importeur,AI-gestützt,—,vendor/.../regulatory-api.ts (triggerMarketplaceScan),im-Code,nein,BELEGT
GE-MKT-05,Sample-Requests,Sample-Requests — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Trade,Exporteur/Importeur,automatisiert,—,supabase/functions/germany-sample-request(+-status); src/hooks/useSampleRequests.ts; src/pages/dashboard/SampleRequests.tsx,im-Code,nein,BELEGT
GE-MKT-06,Trade Cases,Trade Cases — code-belegter Service im Apothekergateway/Germany-Stack.,Gateway,Trade,Exporteur/Importeur,automatisiert,—,src/pages/dashboard/TradeCases.tsx; src/lib/logistics-sync.ts (syncTradeCaseStatusChange),im-Code,nein,BELEGT
GE-MKT-07,Supplier-Verwaltung,Supplier-Verwaltung — code-belegter Service im Apothekergateway/Germany-Stack.,Gateway,Trade,Exporteur/Importeur,automatisiert,—,src/hooks/use-suppliers.ts; src/pages/dashboard/Suppliers.tsx,im-Code,nein,BELEGT
GE-LOG-01,Logistik-Modul,Logistik-Modul — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Logistics,Exporteur/Spediteur,automatisiert,—,src/pages/dashboard/Logistics.tsx,im-Code,nein,BELEGT
GE-LOG-02,Shipment-Status-Sync,Shipment-Status-Sync — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Logistics,Exporteur/Spediteur,automatisiert,—,src/lib/logistics-sync.ts (syncShipmentStatusChange),im-Code,nein,BELEGT
GE-LOG-03,Customs/Zoll-Sync,Customs/Zoll-Sync — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Logistics,Exporteur/Spediteur,automatisiert,—,src/lib/logistics-sync.ts (syncCustomsStatusChange),im-Code,nein,BELEGT
GE-LOG-04,Warehouse/Inventory,Warehouse/Inventory — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Logistics,Exporteur/Spediteur,automatisiert,—,src/hooks/useInventory.ts (germany-inventory); src/pages/dashboard/Warehouse.tsx,im-Code,nein,BELEGT
GE-DOC-01,Document Vault,Document Vault — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Documents,Kunde/Partner,automatisiert,—,src/hooks/useDocuments.ts (germany-documents); src/pages/dashboard/Documents.tsx,im-Code,nein,BELEGT
GE-DOC-02,Document AI,Document AI — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Documents,Kunde/Partner,AI-gestützt,—,src/hooks/useDocumentAI.ts,im-Code,nein,BELEGT
GE-PHA-01,Apotheken-Import (Managed/Direct),Apotheken-Import (Managed/Direct) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Pharmacy,Apotheke,automatisiert,—,src/pages/dashboard/PharmacyImport.tsx,im-Code,nein,BELEGT
GE-PHA-02,Apotheken-Wareneingang,Apotheken-Wareneingang — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Pharmacy,Apotheke,automatisiert,—,src/pages/dashboard/PharmacyReceive.tsx,im-Code,nein,BELEGT
GE-PHA-03,Apotheken-Abgabe,Apotheken-Abgabe — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Pharmacy,Apotheke,automatisiert,—,src/pages/dashboard/PharmacyDispense.tsx,im-Code,nein,BELEGT
GE-FAC-01,Facility-Planner (Plaene/Zonen/Verbindungen),Facility-Planner (Plaene/Zonen/Verbindungen) — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Facility,Farm/Facility,automatisiert,—,src/hooks/use-facility-plans.ts; src/lib/facility-planner-models.ts,im-Code,nein,BELEGT
GE-FAC-02,Facility-Blueprint-Templates,Facility-Blueprint-Templates — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Facility,Farm/Facility,automatisiert,—,src/lib/facility-blueprint-templates.ts,im-Code,nein,BELEGT
GE-FAC-03,Facility-Plan Export,Facility-Plan Export — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Facility,Farm/Facility,automatisiert,—,src/lib/export-facility-plan.ts,im-Code,nein,BELEGT
GE-FAC-04,Facility-Plan Import,Facility-Plan Import — code-belegter Service im Apothekergateway/Germany-Stack.,AICert,Facility,Farm/Facility,automatisiert,—,src/lib/facility-import-utils.ts,im-Code,nein,BELEGT
GE-FAC-05,Facilities-Register,Facilities-Register — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Facility,Farm/Facility,automatisiert,—,src/hooks/use-facilities.ts (facilities),im-Code,nein,BELEGT
GE-EDU-01,Classroom-Sessions (geplant/live),Classroom-Sessions (geplant/live) — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Education,Mitarbeiter/Auditor,automatisiert,—,src/hooks/use-sessions.ts (ClassroomSession; SessionStatus),im-Code,nein,BELEGT
GE-EDU-02,Session-Chat,Session-Chat — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Education,Mitarbeiter/Auditor,automatisiert,—,src/hooks/use-session-chat.ts,im-Code,nein,BELEGT
GE-EDU-03,Session-Notizen,Session-Notizen — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Education,Mitarbeiter/Auditor,automatisiert,—,src/hooks/use-session-notes.ts,im-Code,nein,BELEGT
GE-EDU-04,Classroom-AI (Transkript),Classroom-AI (Transkript) — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Education,Mitarbeiter/Auditor,AI-gestützt,—,src/hooks/use-classroom-ai.ts (TranscriptSegment),im-Code,nein,BELEGT
GE-EDU-05,Live-Uebersetzung,Live-Uebersetzung — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Education,Mitarbeiter/Auditor,AI-gestützt,—,src/hooks/use-live-translation.ts,im-Code,nein,BELEGT
GE-EDU-06,Native Speech/TTS,Native Speech/TTS — code-belegter Service im Apothekergateway/Germany-Stack.,übergreifend,Education,Mitarbeiter/Auditor,AI-gestützt,—,src/hooks/use-native-speech.ts; src/lib/speech.ts,im-Code,nein,BELEGT
GE-EDU-07,Guidance-Level (Read-Aloud/Barrierearm),Guidance-Level (Read-Aloud/Barrierearm) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Education,Mitarbeiter/Auditor,automatisiert,—,src/hooks/useGuidanceLevel.ts; src/lib/guidance-level.ts,im-Code,nein,BELEGT
GE-SUP-01,Support-Inbox (Konversationen),Support-Inbox (Konversationen) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Support/BackOffice,intern/Kunde,automatisiert,—,src/hooks/useSupportConversations.ts; src/pages/dashboard/SupportInbox.tsx,im-Code,nein,BELEGT
GE-SUP-02,Support Inbound (Codex-Bruecke),Support Inbound (Codex-Bruecke) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Support/BackOffice,intern/Kunde,automatisiert,—,supabase/functions/germany-support-inbound,im-Code,nein,BELEGT
GE-SUP-03,Support Outbound (+Ack),Support Outbound (+Ack) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Support/BackOffice,intern/Kunde,automatisiert,—,supabase/functions/germany-support-outbound(+-ack),im-Code,nein,BELEGT
GE-SUP-04,Support-Reply,Support-Reply — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Support/BackOffice,intern/Kunde,menschlich,—,supabase/functions/germany-support-reply,im-Code,nein,BELEGT
GE-SUP-05,Support-Zuweisung,Support-Zuweisung — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Support/BackOffice,intern/Kunde,menschlich,—,supabase/functions/germany-support-assign; src/hooks/useStaffRoles.ts,im-Code,nein,BELEGT
GE-SUP-06,Support-Triage (AI),Support-Triage (AI) — code-belegter Service im Apothekergateway/Germany-Stack.,Germany,Support/BackOffice,intern/Kunde,AI-gestützt,—,supabase/functions/germany-support-triage; src/lib/triage-rules.ts,im-Code,nein,BELEGT
